site_id,site_name,country,data_hub,network,source_network,processing_lineage,vegetation_type,first_year,last_year,latitude,longitude,download_link,download_mode,source,source_label,source_reason,source_priority,source_origin,flux_list,access_label,data_use_label,request_page_url,site_page_url,sites_list_url,guidelines_url,data_policy_url,known_data_record,efd_access_summary,efd_policy_year_count,efd_policy_first_year,efd_policy_last_year,efd_provenance,last_updated
EE-Rng,Ruhingu,EE,EFD,,,,WET,,,57.913145,26.694047,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CH4-E; CO2-E; H-E; H2O-E; LE-E,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=EE-Rng,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,3,2023,2025,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
ES-Abr,Albuera,ES,EFD,,,,SAV,,,38.701839,-6.785881,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; LE-E,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=ES-Abr,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,6,2015,2020,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
ES-Agu,Aguamarga,ES,EFD,CarboEuropeIP; GHG-Europe,CarboEuropeIP; GHG-Europe,,OSH,,,36.939384,-2.034044,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; LE-E,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=ES-Agu,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,19,2006,2024,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
ES-Amo,Amoladeras,ES,EFD,CarboEuropeIP; GHG-Europe,CarboEuropeIP; GHG-Europe,,OSH,,,36.833406,-2.2522173,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; LE-E,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=ES-Amo,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,13,2007,2019,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
ES-CPa,Cortes de Pallas,ES,EFD,GHG-Europe,GHG-Europe,,OSH,,,39.22417,-0.90305,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; LE-E,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=ES-CPa,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,2,2011,2012,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
ES-Cnd,Conde,ES,EFD,,,,WSA,,,37.914998,-3.227659,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; LE-E; O3-E,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=ES-Cnd,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,8,2014,2021,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
ES-Dnn,Doñana,ES,EFD,,,,WSA,,,36.995549,-6.513203,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; H2O-E; LE-E,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=ES-Dnn,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,1,2024,2024,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
ES-ES1,El Saler (Valencia),ES,EFD,CarboEuropeIP; CarboEuroFlux; Medeflu,CarboEuropeIP; CarboEuroFlux; Medeflu,,ENF,,,39.34481,-0.31999,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; LE-E,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=ES-ES1,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,11,1996,2006,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
ES-ES2,El Saler-Sueca (Valencia),ES,EFD,CarboEuropeIP; IMECC,CarboEuropeIP; IMECC,,CRO,,,39.27438,-0.31641,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; LE-E,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=ES-ES2,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,5,2004,2008,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
ES-HeB,Hellin Burnt,ES,EFD,,,,ENF,,,38.404749,-1.726215,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; H2O-E; LE-E,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=ES-HeB,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,7,2019,2025,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
ES-Hen,Hellin,ES,EFD,,,,ENF,,,38.411088,-1.697534,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; H2O-E; LE-E,Private,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=ES-Hen,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,restricted,7,2019,2025,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
ES-LJu,Llano de los Juanes,ES,EFD,GHG-Europe,GHG-Europe,,OSH,,,36.926594,-2.752115,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; CO2-C; H-E; LE-E,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=ES-LJu,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,21,2004,2024,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
ES-LM1,Majadas del Tietar North,ES,EFD,,,,SAV,,,39.94269,-5.778683,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; H2O-E; LE-E,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=ES-LM1,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,11,2014,2024,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
ES-LM2,Majadas del Tietar South,ES,EFD,,,,SAV,,,39.934592,-5.775881,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; H2O-E; LE-E,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=ES-LM2,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,11,2014,2024,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
ES-LMa,Las Majadas de Tietar (Caceres),ES,EFD,CarboEuropeIP; IMECC,CarboEuropeIP; IMECC,,SAV,,,39.94033,-5.77465,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; H-E; LE-E,Public; Private,Open; Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=ES-LMa,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,mixed,17,2004,2026,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
ES-LgS,Laguna Seca,ES,EFD,GHG-Europe,GHG-Europe,,OSH,,,37.097936,-2.965833,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; CO2-C; H-E; LE-E,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=ES-LgS,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,3,2007,2009,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
ES-Ln1,Lanjaron-Non intervention,ES,EFD,GHG-Europe,GHG-Europe,,OSH,,,36.972098,-3.473851,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; CO2-C; H-E; LE-E,Public,Close,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=ES-Ln1,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,2,2008,2009,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
ES-Ln2,Lanjaron-Salvage logging,ES,EFD,GHG-Europe,GHG-Europe,,OSH,,,36.969502,-3.475819,https://www.europe-fluxdata.eu/home/data/request-data,request_page,EFD,EFD,"Known EFD data record based on the public EFD site details and data-policy pages. Access remains request-based via EFD; some data may require PI approval or PI contact, and current direct download is not implied.",50,efd,CO2-E; CO2-C; H-E; LE-E,Public,Open,https://www.europe-fluxdata.eu/home/data/request-data,https://www.europe-fluxdata.eu/home/site-details?id=ES-Ln2,https://www.europe-fluxdata.eu/home/sites-list,https://www.europe-fluxdata.eu/home/guidelines/obtaining-data/general-information,https://www.europe-fluxdata.eu/home/data/data-policy,true,public,1,2009,2009,Derived from the public EFD site-details pages and year-by-year data-policy tables on 2026-04-08.,2026-04-08T07:05:48Z
